term_id	term_name	query_size	intersection_size	p_value	intersection	source
GO:0002376	immune system process	203	105	1.52266299133083e-24	ADD2,AGER,CANX,CAPZA1,CAPZA2,CAPZB,CD247,CD86,CD44,CD74,CTSB,CTSE,CTSH,DYNC1I1,EPB42,HLA-A,HLA-B,HLA-C,HLA-DMB,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HMGB1,IRF8,IL1R1,IL1RN,IRAK1,IRF3,IRF4,IRF5,IRF6,IRF7,KIF3C,KIF5A,KIF5B,KIR3DL1,KLRC1,KLRC2,KLC1,LGALS9,LNPEP,LTA4H,CIITA,MX2,PDCD1,PTPN6,RAB6A,RGS1,SP100,STAT2,STX4,TAP1,TAP2,TLR1,ZAP70,TRIM26,IL1R2,STX7,GBF1,IL1RL1,GRAP2,SEC24C,IKBKE,TBKBP1,TRIM14,TRIM10,ACTR1A,MAEA,TLR6,DCTN2,TRIM31,SCAP,TRIM35,NFASC,PADI4,DDX58,ARMC8,PTPN22,SAR1B,IP6K2,UBASH3A,RNF216,TRPM4,TAPBPL,PELI1,IFIH1,DHX58,CLPB,TRIM8,TLR10,KIF18A,HAVCR2,OSBPL1A,FCRL3,TICAM1,MARCH8,STXBP4	GO:BP
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	203	24	1.43224527699016e-23	CANX,CAPZA1,CAPZA2,CAPZB,CD74,CTSE,DYNC1I1,HLA-DMB,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA2,HLA-DRA,HLA-DRB1,HLA-DRB5,KIF3C,KIF5A,KLC1,SEC24C,ACTR1A,DCTN2,SAR1B,KIF18A,OSBPL1A	GO:BP
GO:0006955	immune response	203	85	1.12296161842346e-22	AGER,CAPZA1,CAPZA2,CD247,CD86,CD44,CD74,CTSB,CTSH,HLA-A,HLA-B,HLA-C,HLA-DMB,HLA-DOB,HLA-DPA1,HLA-DPB1,HLA-DQA2,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HMGB1,IRF8,IL1R1,IL1RN,IRAK1,IRF3,IRF4,IRF5,IRF6,IRF7,KIF5B,KIR3DL1,KLRC1,KLRC2,LGALS9,LTA4H,CIITA,MX2,PDCD1,PTPN6,RAB6A,RGS1,SP100,STAT2,STX4,TAP1,TAP2,TLR1,ZAP70,TRIM26,IL1R2,STX7,GBF1,IL1RL1,GRAP2,IKBKE,TBKBP1,TRIM14,TRIM10,TLR6,TRIM31,SCAP,TRIM35,NFASC,PADI4,DDX58,ARMC8,PTPN22,IP6K2,UBASH3A,TRPM4,IFIH1,DHX58,CLPB,TRIM8,TLR10,HAVCR2,FCRL3,TICAM1,MARCH8,STXBP4	GO:BP
GO:0045087	innate immune response	203	56	4.35156689126193e-22	AGER,CAPZA1,CAPZA2,CD44,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DQA2,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HMGB1,IRF8,IRAK1,IRF3,IRF4,IRF5,IRF6,IRF7,KIF5B,KIR3DL1,KLRC2,LGALS9,CIITA,MX2,PTPN6,SP100,STAT2,STX4,TLR1,ZAP70,TRIM26,IKBKE,TBKBP1,TRIM14,TRIM10,TLR6,TRIM31,TRIM35,PADI4,DDX58,PTPN22,IP6K2,IFIH1,DHX58,CLPB,TRIM8,TLR10,HAVCR2,TICAM1,STXBP4	GO:BP
GO:0071346	cellular response to interferon-gamma	203	28	1.14437005889006e-21	CD44,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DQA2,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,IRF8,IRF3,IRF4,IRF5,IRF6,IRF7,KIF5B,LGALS9,CIITA,SP100,STX4,TRIM26,TRIM31,TRIM8,STXBP4	GO:BP
GO:0034341	response to interferon-gamma	203	28	2.10300160683139e-20	CD44,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DQA2,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,IRF8,IRF3,IRF4,IRF5,IRF6,IRF7,KIF5B,LGALS9,CIITA,SP100,STX4,TRIM26,TRIM31,TRIM8,STXBP4	GO:BP
GO:0098542	defense response to other organism	203	58	1.78577843571238e-19	AGER,CAPZA1,CAPZA2,CD44,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DQA2,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HMGB1,IRF8,IRAK1,IRF3,IRF4,IRF5,IRF6,IRF7,KIF5B,KIR3DL1,KLRC2,LGALS9,CIITA,MX2,PTPN6,RAB1A,SP100,STAT2,STX4,TLR1,ZAP70,TRIM26,IKBKE,TBKBP1,TRIM14,TRIM10,TLR6,TRIM31,TRIM35,PADI4,DDX58,PTPN22,IP6K2,RNF216,IFIH1,DHX58,CLPB,TRIM8,TLR10,HAVCR2,TICAM1,STXBP4	GO:BP
GO:0051649	establishment of localization in cell	203	87	3.21703530457448e-18	ANK1,ANK2,ARHGAP1,CANX,CAPZA1,CAPZA2,CAPZB,CD44,CD74,COPA,CTSB,CTSH,DYNC1I1,F8,FGF14,GOLGB1,GRIK5,HLA-B,HLA-C,HLA-DRB1,HLA-F,HMGB1,KIF3C,KIF5A,KIF5B,KIF25,LGALS9,LTA4H,MX2,NSF,PTPN6,RAB1A,RAB6A,SP100,SPTB,SPTBN1,STX4,VAMP1,TAP1,TAP2,TGFA,TRAPPC10,STX7,STX16,GBF1,SEC22C,SEC24C,TM9SF4,SEC16A,ACTR1A,ARFRP1,BET1,DCTN2,LMAN2,KDELR2,KDELR3,SCAP,KIF1B,NFASC,CLEC16A,WASHC4,TMED3,RAB3GAP2,COG4,ARMC8,MYRIP,PTPN22,COPG2,SAR1B,SPTBN5,TRAPPC4,VPS54,TRPM4,STX17,VPS53,COG6,EXOC4,GORASP1,LMAN1L,KIF18A,TRAPPC9,SYS1,STX1B,TBC1D20,KLC3,TSNARE1,STXBP4	GO:BP
GO:0046907	intracellular transport	203	67	1.28746255041181e-17	ANK1,ANK2,ARHGAP1,CAPZA1,CAPZA2,CAPZB,CD74,COPA,DYNC1I1,F8,GOLGB1,KIF3C,KIF5A,KIF5B,MX2,NSF,RAB1A,RAB6A,SP100,SPTB,SPTBN1,STX4,TAP1,TAP2,TGFA,TRAPPC10,STX7,STX16,GBF1,SEC22C,SEC24C,TM9SF4,SEC16A,ACTR1A,ARFRP1,BET1,DCTN2,LMAN2,KDELR2,KDELR3,SCAP,KIF1B,CLEC16A,WASHC4,TMED3,RAB3GAP2,COG4,MYRIP,PTPN22,COPG2,SAR1B,SPTBN5,TRAPPC4,VPS54,STX17,VPS53,COG6,EXOC4,GORASP1,LMAN1L,TRAPPC9,SYS1,STX1B,TBC1D20,KLC3,TSNARE1,STXBP4	GO:BP
GO:0006952	defense response	203	67	6.05706663600259e-17	AGER,CAPZA1,CAPZA2,CD44,CD74,F8,GRIK2,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DQA2,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HMGB1,IRF8,IL1R1,IL1RN,IRAK1,IRF3,IRF4,IRF5,IRF6,IRF7,KIF5B,KIR3DL1,KLRC2,KLRC3,LGALS9,CIITA,MX2,PTPN6,RAB1A,SP100,STAT2,STX4,TAP1,TLR1,ZAP70,TRIM26,IL1R2,IL1RL1,IKBKE,TBKBP1,TRIM14,TRIM10,TLR6,TRIM31,TRIM35,PADI4,DDX58,PTPN22,IP6K2,RNF216,IFIH1,DHX58,CLPB,TRIM8,TLR10,HAVCR2,TICAM1,STXBP4	GO:BP
GO:0051641	cellular localization	203	96	7.62501437611779e-17	AGER,ANK1,ANK2,ARHGAP1,CANX,CAPZA1,CAPZA2,CAPZB,CD247,CD44,CD74,COPA,CTSB,CTSH,DYNC1I1,F8,FGF14,GOLGB1,GRIK2,GRIK5,HLA-B,HLA-C,HLA-DRB1,HLA-F,HMGB1,KIF3C,KIF5A,KIF5B,KIF25,LGALS9,LTA4H,MX2,NSF,PTPN6,RAB1A,RAB6A,SP100,SPTB,SPTBN1,STX4,VAMP1,TAP1,TAP2,TGFA,TRAPPC10,STX7,CNTNAP1,STX16,GBF1,SEC22C,SEC24C,TM9SF4,SEC16A,ACTR1A,ARFRP1,BET1,DCTN2,LMAN2,KDELR2,KDELR3,EXOC3,SCAP,KIF1B,NFASC,CLEC16A,WASHC4,TMED3,RAB3GAP2,COG4,ARMC8,MYRIP,PTPN22,COPG2,STXBP6,SAR1B,SPTBN5,TRAPPC4,VPS54,TRPM4,STX17,VPS53,COG6,EXOC4,GORASP1,LMAN1L,TRIM8,KIF18A,TRAPPC9,ATCAY,SYS1,EXOC3L4,STX1B,TBC1D20,KLC3,TSNARE1,STXBP4	GO:BP
GO:0009607	response to biotic stimulus	203	63	9.71646086962415e-17	AGER,CAPZA1,CAPZA2,CD86,CD44,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DQA2,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HMGB1,IRF8,IRAK1,IRF3,IRF4,IRF5,IRF6,IRF7,KIF5B,KIR3DL1,KLRC2,LGALS9,CIITA,MX2,PTPN6,RAB1A,RGS1,SP100,STAT2,STX4,TLR1,ZAP70,TRIM26,GBF1,IKBKE,TBKBP1,TRIM14,TRIM10,TLR6,TRIM31,TRIM35,PADI4,DDX58,PTPN22,IP6K2,RNF216,CCDC47,PELI1,IFIH1,DHX58,CLPB,TRIM8,TLR10,HAVCR2,TICAM1,STXBP4	GO:BP
GO:0060337	type I interferon signaling pathway	203	19	1.13399881537658e-16	HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,IRF8,IRAK1,IRF3,IRF4,IRF5,IRF6,IRF7,MX2,PTPN6,SP100,STAT2,IKBKE,IP6K2	GO:BP
GO:0071357	cellular response to type I interferon	203	19	1.13399881537658e-16	HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,IRF8,IRAK1,IRF3,IRF4,IRF5,IRF6,IRF7,MX2,PTPN6,SP100,STAT2,IKBKE,IP6K2	GO:BP
GO:0051707	response to other organism	203	62	1.3658560176574e-16	AGER,CAPZA1,CAPZA2,CD86,CD44,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DQA2,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HMGB1,IRF8,IRAK1,IRF3,IRF4,IRF5,IRF6,IRF7,KIF5B,KIR3DL1,KLRC2,LGALS9,CIITA,MX2,PTPN6,RAB1A,RGS1,SP100,STAT2,STX4,TLR1,ZAP70,TRIM26,GBF1,IKBKE,TBKBP1,TRIM14,TRIM10,TLR6,TRIM31,TRIM35,PADI4,DDX58,PTPN22,IP6K2,RNF216,PELI1,IFIH1,DHX58,CLPB,TRIM8,TLR10,HAVCR2,TICAM1,STXBP4	GO:BP
GO:0043207	response to external biotic stimulus	203	62	1.39684770294776e-16	AGER,CAPZA1,CAPZA2,CD86,CD44,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DQA2,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HMGB1,IRF8,IRAK1,IRF3,IRF4,IRF5,IRF6,IRF7,KIF5B,KIR3DL1,KLRC2,LGALS9,CIITA,MX2,PTPN6,RAB1A,RGS1,SP100,STAT2,STX4,TLR1,ZAP70,TRIM26,GBF1,IKBKE,TBKBP1,TRIM14,TRIM10,TLR6,TRIM31,TRIM35,PADI4,DDX58,PTPN22,IP6K2,RNF216,PELI1,IFIH1,DHX58,CLPB,TRIM8,TLR10,HAVCR2,TICAM1,STXBP4	GO:BP
GO:0034340	response to type I interferon	203	19	2.30750391572265e-16	HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,IRF8,IRAK1,IRF3,IRF4,IRF5,IRF6,IRF7,MX2,PTPN6,SP100,STAT2,IKBKE,IP6K2	GO:BP
GO:0016050	vesicle organization	203	30	2.53047971445498e-16	F8,GRIK5,KIF5B,MX2,NSF,SERPINE2,RAB1A,STX4,VAMP1,TAP1,TAP2,TGFA,TRAPPC10,STX7,STX16,GBF1,SEC24C,SEC16A,BET1,SCAP,WASHC4,STXBP6,SAR1B,TRAPPC4,STX17,GORASP1,TRAPPC9,STX1B,TBC1D20,TSNARE1	GO:BP
GO:0044419	biological process involved in interspecies interaction between organisms	203	73	8.6528966591546e-16	AGER,CANX,CAPZA1,CAPZA2,CD247,CD86,CD44,CD74,CTSB,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DQA2,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HMGB1,IRF8,IRAK1,IRF3,IRF4,IRF5,IRF6,IRF7,KIF5B,KIR3DL1,KLRC2,KLC1,LGALS9,CIITA,MX2,PTPN6,RAB1A,RAB6A,RGS1,SP100,STAT2,STX4,TAP1,TAP2,TLR1,ZAP70,TRIM26,GBF1,IKBKE,TBKBP1,TRIM14,TRIM10,TLR6,TRIM31,TRIM35,EXOC7,PADI4,DDX58,PTPN22,IP6K2,RNF216,TMEM39A,PELI1,IFIH1,DHX58,CLPB,TRIM8,TLR10,HAVCR2,TBC1D20,TICAM1,STXBP4	GO:BP
GO:0006810	transport	203	114	6.01156391121533e-14	ADD2,AGER,ANK1,ANK2,ARHGAP1,CANX,CAPZA1,CAPZA2,CAPZB,CD247,CD44,CD74,CNTN1,COPA,CTSB,CTSH,DYNC1I1,F8,FGF14,GOLGB1,GRIK1,GRIK2,GRIK4,GRIK5,HLA-B,HLA-C,HLA-DRB1,HLA-F,HMGB1,IRF8,IL1RN,KCNA2,KIF3C,KIF5A,KIF5B,KLC1,LGALS9,LTA4H,MKLN1,MX2,NSF,SERPINE2,PTPN6,RAB1A,RAB6A,SCN2A,SCN8A,SCNN1G,SP100,SPTB,SPTBN1,STX4,VAMP1,TAP1,TAP2,TGFA,TRAPPC10,STX7,STX16,GBF1,SEC22C,SEC24C,TM9SF4,SEC16A,ACTR1A,ARFRP1,BET1,DCTN2,SLC26A1,LMAN2,KDELR2,KDELR3,EXOC3,SCAP,KIF1B,NFASC,EXOC7,CLEC16A,WASHC4,TMED3,RAB3GAP2,COG4,ARMC8,MYRIP,PTPN22,COPG2,STXBP6,WASHC3,SAR1B,SPTBN5,TRAPPC4,IP6K2,VPS54,TRPM4,STX17,VPS53,COG6,EXOC4,GORASP1,LMAN1L,KIF18A,TRAPPC9,NCALD,SYS1,EXOC3L4,STX1B,OSBPL1A,FCRL3,TBC1D20,KLC3,SLC9B1,TSNARE1,CFAP53,STXBP4	GO:BP
GO:0051234	establishment of localization	203	115	1.45307810334645e-13	ADD2,AGER,ANK1,ANK2,ARHGAP1,CANX,CAPZA1,CAPZA2,CAPZB,CD247,CD44,CD74,CNTN1,COPA,CTSB,CTSH,DYNC1I1,F8,FGF14,GOLGB1,GRIK1,GRIK2,GRIK4,GRIK5,HLA-B,HLA-C,HLA-DRB1,HLA-F,HMGB1,IRF8,IL1RN,KCNA2,KIF3C,KIF5A,KIF5B,KLC1,KIF25,LGALS9,LTA4H,MKLN1,MX2,NSF,SERPINE2,PTPN6,RAB1A,RAB6A,SCN2A,SCN8A,SCNN1G,SP100,SPTB,SPTBN1,STX4,VAMP1,TAP1,TAP2,TGFA,TRAPPC10,STX7,STX16,GBF1,SEC22C,SEC24C,TM9SF4,SEC16A,ACTR1A,ARFRP1,BET1,DCTN2,SLC26A1,LMAN2,KDELR2,KDELR3,EXOC3,SCAP,KIF1B,NFASC,EXOC7,CLEC16A,WASHC4,TMED3,RAB3GAP2,COG4,ARMC8,MYRIP,PTPN22,COPG2,STXBP6,WASHC3,SAR1B,SPTBN5,TRAPPC4,IP6K2,VPS54,TRPM4,STX17,VPS53,COG6,EXOC4,GORASP1,LMAN1L,KIF18A,TRAPPC9,NCALD,SYS1,EXOC3L4,STX1B,OSBPL1A,FCRL3,TBC1D20,KLC3,SLC9B1,TSNARE1,CFAP53,STXBP4	GO:BP
GO:0019221	cytokine-mediated signaling pathway	203	40	1.87942494198848e-13	CANX,CAPZA1,CD86,CD44,CD74,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DQA2,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,IRF8,IL1R1,IL1RN,IRAK1,IRF3,IRF4,IRF5,IRF6,IRF7,CIITA,MX2,PTPN6,SP100,STAT2,STX4,TRIM26,IL1R2,IL1RL1,IKBKE,TRIM31,IP6K2,PELI1,TRIM8	GO:BP
GO:0048194	Golgi vesicle budding	203	15	1.18777171639864e-12	F8,NSF,RAB1A,TGFA,TRAPPC10,GBF1,SEC24C,SEC16A,BET1,SCAP,SAR1B,TRAPPC4,GORASP1,TRAPPC9,TBC1D20	GO:BP
GO:0001819	positive regulation of cytokine production	203	29	1.53654806695705e-12	AGER,CD86,CD74,HLA-A,HLA-DPA1,HLA-DPB1,HLA-E,HLA-F,HLA-G,HMGB1,IRF8,IL1R1,IRAK1,IRF3,IRF4,IRF5,IRF7,LGALS9,SPTBN1,TLR1,IL1RL1,TLR6,DDX58,PTPN22,PELI1,IFIH1,DHX58,HAVCR2,TICAM1	GO:BP
GO:0006901	vesicle coating	203	14	2.75181275566559e-12	F8,NSF,RAB1A,TGFA,TRAPPC10,GBF1,SEC24C,SEC16A,BET1,SAR1B,TRAPPC4,GORASP1,TRAPPC9,TBC1D20	GO:BP
GO:0051640	organelle localization	203	35	2.88026559672517e-12	DYNC1I1,F8,KIF3C,KIF5A,KIF5B,KIF25,LGALS9,MX2,NSF,RAB1A,RAB6A,STX4,TGFA,TRAPPC10,STX7,STX16,GBF1,SEC24C,SEC16A,ACTR1A,BET1,DCTN2,KIF1B,COPG2,SAR1B,TRAPPC4,STX17,EXOC4,GORASP1,KIF18A,TRAPPC9,ATCAY,STX1B,TBC1D20,TSNARE1	GO:BP
GO:0051650	establishment of vesicle localization	203	21	3.67710649496755e-12	DYNC1I1,F8,KIF5A,KIF5B,MX2,NSF,RAB1A,TGFA,TRAPPC10,GBF1,SEC24C,SEC16A,BET1,DCTN2,KIF1B,SAR1B,TRAPPC4,EXOC4,GORASP1,TRAPPC9,TBC1D20	GO:BP
GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	203	15	3.82015127204527e-12	COPA,KIF3C,KIF5A,KLC1,NSF,RAB1A,RAB6A,GBF1,LMAN2,KDELR2,KDELR3,TMED3,COG4,COPG2,KIF18A	GO:BP
GO:0090114	COPII-coated vesicle budding	203	14	4.63489834677956e-12	F8,NSF,RAB1A,TGFA,TRAPPC10,SEC24C,SEC16A,BET1,SCAP,SAR1B,TRAPPC4,GORASP1,TRAPPC9,TBC1D20	GO:BP
GO:0048199	vesicle targeting, to, from or within Golgi	203	14	5.53675875568903e-12	F8,NSF,RAB1A,TGFA,TRAPPC10,GBF1,SEC24C,SEC16A,BET1,SAR1B,TRAPPC4,GORASP1,TRAPPC9,TBC1D20	GO:BP
GO:0006900	vesicle budding from membrane	203	16	5.858236078989e-12	F8,MX2,NSF,RAB1A,TGFA,TRAPPC10,GBF1,SEC24C,SEC16A,BET1,SCAP,SAR1B,TRAPPC4,GORASP1,TRAPPC9,TBC1D20	GO:BP
GO:0001816	cytokine production	203	39	7.41704905173409e-12	AGER,CD247,CD86,CD74,HLA-A,HLA-B,HLA-DPA1,HLA-DPB1,HLA-DRB1,HLA-E,HLA-F,HLA-G,HMGB1,IRF8,IL1R1,IRAK1,IRF3,IRF4,IRF5,IRF7,LGALS9,PTPN6,RAB1A,SPTBN1,TLR1,IL1R2,IL1RL1,IKBKE,TLR6,DDX58,PTPN22,UBASH3A,RNF216,TRPM4,PELI1,IFIH1,DHX58,HAVCR2,TICAM1	GO:BP
GO:0001817	regulation of cytokine production	203	37	9.94302086119299e-12	AGER,CD86,CD74,HLA-A,HLA-B,HLA-DPA1,HLA-DPB1,HLA-DRB1,HLA-E,HLA-F,HLA-G,HMGB1,IRF8,IL1R1,IRAK1,IRF3,IRF4,IRF5,IRF7,LGALS9,PTPN6,SPTBN1,TLR1,IL1R2,IL1RL1,IKBKE,TLR6,DDX58,PTPN22,UBASH3A,RNF216,TRPM4,PELI1,IFIH1,DHX58,HAVCR2,TICAM1	GO:BP
GO:0006903	vesicle targeting	203	15	1.08770901252286e-11	F8,NSF,RAB1A,TGFA,TRAPPC10,GBF1,SEC24C,SEC16A,BET1,SAR1B,TRAPPC4,EXOC4,GORASP1,TRAPPC9,TBC1D20	GO:BP
GO:0002480	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent	203	7	1.19250038238315e-11	HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,LNPEP	GO:BP
GO:0051648	vesicle localization	203	21	1.33766942982311e-11	DYNC1I1,F8,KIF5A,KIF5B,MX2,NSF,RAB1A,TGFA,TRAPPC10,GBF1,SEC24C,SEC16A,BET1,DCTN2,KIF1B,SAR1B,TRAPPC4,EXOC4,GORASP1,TRAPPC9,TBC1D20	GO:BP
GO:0048208	COPII vesicle coating	203	13	2.08855517223755e-11	F8,NSF,RAB1A,TGFA,TRAPPC10,SEC24C,SEC16A,BET1,SAR1B,TRAPPC4,GORASP1,TRAPPC9,TBC1D20	GO:BP
GO:0048207	vesicle targeting, rough ER to cis-Golgi	203	13	2.08855517223755e-11	F8,NSF,RAB1A,TGFA,TRAPPC10,SEC24C,SEC16A,BET1,SAR1B,TRAPPC4,GORASP1,TRAPPC9,TBC1D20	GO:BP
